,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l
4900,4.105,54.64431229,-2.933354,-4.96694759,1.47190005,4.095,4.1,-19.86372734,-20.17942271,-20.44246654,-11.74351041,-11.26308332,-10.79361298,-33.31516573,-34.69891991,-36.1160557,-25.39470072,-27.38834303,-29.23258104,0.005,0.005,0.005,-63.139074,-52.608766,2106.0616,96.085418,93.894068,-438.27,-276.750836,-283.427158,-1335.2644,-398.728462,-368.847602,5976.172
4901,4.11,55.71634706,-4.15126143,-4.95003944,1.59338383,4.1,4.105,-20.17942271,-20.44246654,-20.65860774,-11.26308332,-10.79361298,-10.33717082,-34.69891991,-36.1160557,-37.56514431,-27.38834303,-29.23258104,-30.91171766,0.005,0.005,0.005,-52.608766,-43.22824,1876.1052,93.894068,91.288432,-521.1272,-283.427158,-289.817722,-1278.1128,-368.847602,-335.827324,6604.0556
4902,4.115,56.51063222,-5.36029612,-4.69752288,1.72255974,4.105,4.11,-20.44246654,-20.65860774,-20.82110191,-10.79361298,-10.33717082,-9.89947442,-36.1160557,-37.56514431,-39.04377704,-29.23258104,-30.91171766,-32.40348715,0.005,0.005,0.005,-43.22824,-32.498834,2145.8812,91.288432,87.53928,-749.8304,-289.817722,-295.726546,-1181.7648,-335.827324,-298.353898,7494.6852
4903,4.12,57.04721946,-6.57350037,-4.2665829,1.85249136,4.11,4.115,-20.65860774,-20.82110191,-20.93060367,-10.33717082,-9.89947442,-9.48235002,-37.56514431,-39.04377704,-40.54540932,-30.91171766,-32.40348715,-33.70440668,0.005,0.005,0.005,-32.498834,-21.900352,2119.6964,87.53928,83.42488,-822.88,-295.726546,-300.326456,-919.982,-298.353898,-260.183906,7633.9984
4904,4.125,57.35251373,-7.79954787,-3.65561525,1.97999364,4.115,4.12,-20.82110191,-20.93060367,-20.99315344,-9.89947442,-9.48235002,-9.07126471,-39.04377704,-40.54540932,-42.06244767,-32.40348715,-33.70440668,-34.81242946,0.005,0.005,0.005,-21.900352,-12.509954,1878.0796,83.42488,82.217062,-241.5636,-300.326456,-303.40767,-616.2428,-260.183906,-221.604556,7715.87
4905,4.13,57.45051786,-9.04434509,-2.83275401,2.10459672,4.12,4.125,-20.93060367,-20.99315344,-21.0052963,-9.48235002,-9.07126471,-8.69231944,-40.54540932,-42.06244767,-43.58811002,-33.70440668,-34.81242946,-35.70944106,0.005,0.005,0.005,-12.509954,-2.428572,2016.2764,82.217062,75.789054,-1285.6016,-303.40767,-305.13247,-344.96,-221.604556,-179.40232,8440.4472
4906,4.135,57.35907096,-10.3131443,-1.83003672,2.22133612,4.125,4.13,-20.99315344,-21.0052963,-20.95873085,-9.07126471,-8.69231944,-8.32127057,-42.06244767,-43.58811002,-45.11079012,-34.81242946,-35.70944106,-36.34891898,0.005,0.005,0.005,-2.428572,9.31309,2348.3324,75.789054,74.209774,-315.856,-305.13247,-304.53602,119.29,-179.40232,-127.895584,10301.3472
4907,4.14,57.09089482,-11.60620101,-0.68867868,2.32487626,4.13,4.135,-21.0052963,-20.95873085,-20.89811978,-8.69231944,-8.32127057,-7.98958567,-43.58811002,-45.11079012,-46.63145687,-35.70944106,-36.34891898,-36.81074436,0.005,0.005,0.005,9.31309,12.122214,561.8248,74.209774,66.33698,-1574.5588,-304.53602,-304.13335,80.534,-127.895584,-92.365076,7106.1016
4908,4.145,56.65401469,-12.91906622,0.54371517,2.4099247,4.135,4.14,-20.95873085,-20.89811978,-20.78933876,-8.32127057,-7.98958567,-7.66599494,-45.11079012,-46.63145687,-48.12277933,-36.34891898,-36.81074436,-37.0061989,0.005,0.005,0.005,12.122214,21.756204,1926.798,66.33698,64.718146,-323.7668,-304.13335,-298.264492,1173.7716,-92.365076,-39.090908,10654.8336
4909,4.15,56.04495551,-14.24664547,1.81625273,2.47167463,4.14,4.145,-20.89811978,-20.78933876,-20.65213869,-7.98958567,-7.66599494,-7.35718728,-46.63145687,-48.12277933,-49.58366692,-36.81074436,-37.0061989,-36.94857219,0.005,0.005,0.005,21.756204,27.440014,1136.762,64.718146,61.761532,-591.3228,-298.264492,-292.177518,1217.3948,-39.090908,11.525342,10123.25
4910,4.155,55.25729134,-15.58225536,3.07790834,2.50622683,4.145,4.15,-20.78933876,-20.65213869,-20.4655095,-7.66599494,-7.35718728,-7.08363338,-48.12277933,-49.58366692,-50.97921952,-37.0061989,-36.94857219,-36.69811906,0.005,0.005,0.005,27.440014,37.325838,1977.1648,61.761532,54.71078,-1410.1504,-292.177518,-279.11052,2613.3996,11.525342,50.090626,7713.0568
4911,4.16,54.2871235,-16.91792458,4.28047961,2.5109443,4.15,4.155,-20.65213869,-20.4655095,-20.30853333,-7.35718728,-7.08363338,-6.76985526,-49.58366692,-50.97921952,-52.36613674,-36.94857219,-36.69811906,-36.15146118,0.005,0.005,0.005,37.325838,31.395234,-1186.1208,54.71078,62.755624,1608.9688,-279.11052,-277.383444,345.4152,50.090626,109.331576,11848.19
4912,4.165,53.13652328,-18.24766499,5.38115487,2.4847008,4.155,4.16,-20.4655095,-20.30853333,-20.09904365,-7.08363338,-6.76985526,-6.53982482,-50.97921952,-52.36613674,-53.66548298,-36.69811906,-36.15146118,-35.48709307,0.005,0.005,0.005,31.395234,41.897936,2100.5404,62.755624,46.006088,-3349.9072,-277.383444,-259.869248,3502.8392,109.331576,132.873622,4708.4092
4913,4.17,51.81379349,-19.56698383,6.34451244,2.42799548,4.16,4.165,-20.30853333,-20.09904365,-19.87526143,-6.76985526,-6.53982482,-6.31108941,-52.36613674,-53.66548298,-54.87275817,-36.15146118,-35.48709307,-34.74513165,0.005,0.005,0.005,41.897936,44.756444,571.7016,46.006088,45.747082,-51.8012,-259.869248,-241.455038,3682.842,132.873622,148.392284,3103.7324
4914,4.175,50.33843695,-20.87219842,7.14376543,2.3429208,4.165,4.17,-20.09904365,-19.87526143,-19.62128272,-6.53982482,-6.31108941,-6.11249206,-53.66548298,-54.87275817,-56.00199493,-35.48709307,-34.74513165,-33.91262595,0.005,0.005,0.005,44.756444,50.795742,1207.8596,45.747082,39.71947,-1205.5224,-241.455038,-225.847352,3121.5372,148.392284,166.50114,3621.7712
4915,4.18,48.73258577,-22.16170723,7.76117406,2.2329911,4.17,4.175,-19.87526143,-19.62128272,-19.38706445,-6.31108941,-6.11249206,-5.87113764,-54.87275817,-56.00199493,-57.0628035,-34.74513165,-33.91262595,-33.0106516,0.005,0.005,0.005,50.795742,46.843654,-790.4176,39.71947,48.270884,1710.2828,-225.847352,-212.161714,2737.1276,166.50114,180.39487,2778.746
4916,4.185,47.01099277,-23.43498181,8.18775506,2.10285564,4.175,4.18,-19.62128272,-19.38706445,-19.16936274,-6.11249206,-5.87113764,-5.64062256,-56.00199493,-57.0628035,-58.0791141,-33.91262595,-33.0106516,-31.90141413,0.005,0.005,0.005,46.843654,43.540342,-660.6624,48.270884,46.103016,-433.5736,-212.161714,-203.26212,1779.9188,180.39487,221.847494,8290.5248
4917,4.19,45.18714832,-24.69213298,8.42252699,1.95793093,4.18,4.185,-19.38706445,-19.16936274,-18.90034805,-5.87113764,-5.64062256,-5.47428624,-57.0628035,-58.0791141,-58.95997853,-33.0106516,-31.90141413,-30.98653973,0.005,0.005,0.005,43.540342,53.802938,2052.5192,46.103016,33.267264,-2567.1504,-203.26212,-176.172886,5417.8468,221.847494,182.97488,-7774.5228
4918,4.195,43.27555506,-25.93406557,8.47144975,1.80399446,4.185,4.19,-19.16936274,-18.90034805,-18.61611866,-5.64062256,-5.47428624,-5.26995215,-58.0791141,-58.95997853,-59.76282723,-31.90141413,-30.98653973,-30.1021035,0.005,0.005,0.005,53.802938,56.845878,608.588,33.267264,40.866818,1519.9108,-176.172886,-160.56974,3120.6292,182.97488,176.887246,-1217.5268
4919,4.2,41.28935463,-27.16291882,8.35851929,1.64808732,4.19,4.195,-18.90034805,-18.61611866,-18.36024239,-5.47428624,-5.26995215,-5.06215183,-58.95997853,-59.76282723,-60.506175,-30.98653973,-30.1021035,-29.10104897,0.005,0.005,0.005,56.845878,51.175254,-1134.1248,40.866818,41.560064,138.6492,-160.56974,-148.669554,2380.0372,176.887246,200.210906,4664.732
4920,4.205,39.24502906,-28.37973175,8.09610355,1.49544782,4.195,4.2,-18.61611866,-18.36024239,-18.04419104,-5.26995215,-5.06215183,-4.91150018,-59.76282723,-60.506175,-61.14603807,-30.1021035,-29.10104897,-28.32139317,0.005,0.005,0.005,51.175254,63.21027,2407.0032,41.560064,30.13033,-2285.9468,-148.669554,-127.972614,4139.388,200.210906,155.93116,-8855.9492
4921,4.21,37.15832841,-29.58593659,7.6738132,1.3475599,4.2,4.205,-18.36024239,-18.04419104,-17.73638008,-5.06215183,-4.91150018,-4.74175279,-60.506175,-61.14603807,-61.70150707,-29.10104897,-28.32139317,-27.5505926,0.005,0.005,0.005,63.21027,61.562192,-329.6156,30.13033,33.949478,763.8296,-127.972614,-111.0938,3375.7628,155.93116,154.160114,-354.2092
4922,4.215,35.04464796,-30.78349421,7.12051078,1.20883946,4.205,4.21,-18.04419104,-17.73638008,-17.41513074,-4.91150018,-4.74175279,-4.57788369,-61.14603807,-61.70150707,-62.18112788,-28.32139317,-27.5505926,-26.81641213,0.005,0.005,0.005,61.562192,64.249868,537.5352,33.949478,32.77382,-235.1316,-111.0938,-95.924162,3033.9276,154.160114,146.836094,-1464.804
4923,4.22,32.92168597,-31.97343069,6.4643273,1.08263642,4.21,4.215,-17.73638008,-17.41513074,-17.09822481,-4.74175279,-4.57788369,-4.42777209,-61.70150707,-62.18112788,-62.59305386,-27.5505926,-26.81641213,-26.14488535,0.005,0.005,0.005,64.249868,63.381186,-173.7364,32.77382,30.02232,-550.3,-95.924162,-82.385196,2707.7932,146.836094,134.305356,-2506.1476
4924,4.225,30.80882508,-33.15763382,5.73187547,0.97120152,4.215,4.22,-17.41513074,-17.09822481,-16.74395126,-4.57788369,-4.42777209,-4.25373276,-62.18112788,-62.59305386,-62.91458591,-26.81641213,-26.14488535,-25.53293858,0.005,0.005,0.005,63.381186,70.85471,1494.7048,30.02232,34.807866,957.1092,-82.385196,-64.30641,3615.7572,134.305356,122.389354,-2383.2004
4925,4.23,28.72437037,-34.33996375,4.94773776,0.87573999,4.22,4.225,-17.09822481,-16.74395126,-16.39070264,-4.42777209,-4.25373276,-4.11346306,-62.59305386,-62.91458591,-63.16937467,-26.14488535,-25.53293858,-24.94264037,0.005,0.005,0.005,70.85471,70.649724,-40.9972,34.807866,28.05394,-1350.7852,-64.30641,-50.957752,2669.7316,122.389354,118.059642,-865.9424
4926,4.235,26.68676642,-35.52421449,4.13413335,0.79653203,4.225,4.23,-16.74395126,-16.39070264,-16.02427741,-4.25373276,-4.11346306,-3.98199135,-62.91458591,-63.16937467,-63.36677955,-25.53293858,-24.94264037,-24.37049078,0.005,0.005,0.005,70.649724,73.285046,527.0644,28.05394,26.294342,-351.9196,-50.957752,-39.480976,2295.3552,118.059642,114.429918,-725.9448
4927,4.24,24.71205276,-36.71387545,3.31069886,0.73309719,4.23,4.235,-16.39070264,-16.02427741,-15.65324454,-4.11346306,-3.98199135,-3.83400819,-63.16937467,-63.36677955,-63.48532846,-24.94264037,-24.37049078,-23.80784943,0.005,0.005,0.005,73.285046,74.206574,184.3056,26.294342,29.596632,660.458,-39.480976,-23.709782,3154.2388,114.429918,112.52827,-380.3296
4928,4.245,22.81043151,-37.91321584,2.49434849,0.68437939,4.235,4.24,-16.02427741,-15.65324454,-15.27125793,-3.98199135,-3.83400819,-3.70782739,-63.36677955,-63.48532846,-63.54821444,-24.37049078,-23.80784943,-23.22387981,0.005,0.005,0.005,74.206574,76.397322,438.1496,29.596632,25.23616,-872.0944,-23.709782,-12.577196,2226.5172,112.52827,116.793924,853.1308
4929,4.25,20.98779034,-39.12548978,1.69919164,0.64893234,4.24,4.245,-15.65324454,-15.27125793,-14.86437207,-3.83400819,-3.70782739,-3.62072896,-63.48532846,-63.54821444,-63.55839172,-23.80784943,-23.22387981,-22.6321192,0.005,0.005,0.005,76.397322,81.377172,995.97,25.23616,17.419686,-1563.2948,-12.577196,-2.035456,2108.348,116.793924,118.352122,311.6396
4930,4.255,19.24483068,-40.35278743,0.93649505,0.62508914,4.245,4.25,-15.27125793,-14.86437207,-14.47644333,-3.70782739,-3.62072896,-3.51267112,-63.54821444,-63.55839172,-63.51001411,-23.22387981,-22.6321192,-22.03060011,0.005,0.005,0.005,81.377172,77.585748,-758.2848,17.419686,21.611568,838.3764,-2.035456,9.675522,2342.1956,118.352122,120.303818,390.3392
4931,4.26,17.57603144,-41.59748309,0.2146912,0.61110522,4.25,4.255,-14.86437207,-14.47644333,-14.04975381,-3.62072896,-3.51267112,-3.42615558,-63.55839172,-63.51001411,-63.41493297,-22.6321192,-22.03060011,-21.3873576,0.005,0.005,0.005,77.585748,85.337904,1550.4312,21.611568,17.303108,-861.692,9.675522,19.016228,1868.1412,120.303818,128.648502,1668.9368
4932,4.265,15.97209721,-42.86145586,-0.46055484,0.60526799,4.255,4.26,-14.47644333,-14.04975381,-13.65419855,-3.51267112,-3.42615558,-3.32899153,-63.51001411,-63.41493297,-63.26796599,-22.03060011,-21.3873576,-20.7489748,0.005,0.005,0.005,85.337904,79.111052,-1245.3704,17.303108,19.43281,425.9404,19.016228,29.393396,2075.4336,128.648502,127.67656,-194.3884
4933,4.27,14.4212799,-44.14679145,-1.08620864,0.60597161,4.26,4.265,-14.04975381,-13.65419855,-13.23866488,-3.42615558,-3.32899153,-3.2464723,-63.41493297,-63.26796599,-63.07672603,-21.3873576,-20.7489748,-20.07657886,0.005,0.005,0.005,79.111052,83.106734,799.1364,19.43281,16.503846,-585.7928,29.393396,38.247992,1770.9192,127.67656,134.479188,1360.5256
4934,4.275,12.91047688,-45.45570591,-1.66164643,0.61175923,4.265,4.27,-13.65419855,-13.23866488,-12.79076396,-3.32899153,-3.2464723,-3.19435261,-63.26796599,-63.07672603,-62.85257493,-20.7489748,-20.07657886,-19.36419907,0.005,0.005,0.005,83.106734,89.580184,1294.69,16.503846,10.423938,-1215.9816,38.247992,44.83022,1316.4456,134.479188,142.475958,1599.354
4935,4.28,11.42574811,-46.79068519,-2.18834417,0.62133787,4.27,4.275,-13.23866488,-12.79076396,-12.36888346,-3.2464723,-3.19435261,-3.12037562,-63.07672603,-62.85257493,-62.57980781,-20.07657886,-19.36419907,-18.66610854,0.005,0.005,0.005,89.580184,84.3761,-1040.8168,10.423938,14.795398,874.292,44.83022,54.553424,1944.6408,142.475958,139.618106,-571.5704
4936,4.285,9.95333443,-48.15398886,-2.66949248,0.63357251,4.275,4.28,-12.79076396,-12.36888346,-11.94112573,-3.19435261,-3.12037562,-3.05456332,-62.85257493,-62.57980781,-62.26673036,-19.36419907,-18.66610854,-17.96722252,0.005,0.005,0.005,84.3761,85.551546,235.0892,14.795398,13.16246,-326.5876,54.553424,62.61549,1612.4132,139.618106,139.777204,31.8196
4937,4.29,8.48067486,-49.54821354,-3.1095726,0.6474671,4.28,4.285,-12.36888346,-11.94112573,-11.51775615,-3.12037562,-3.05456332,-2.98380462,-62.57980781,-62.26673036,-61.91210887,-18.66610854,-17.96722252,-17.2882806,0.005,0.005,0.005,85.551546,84.673916,-175.526,13.16246,14.15174,197.856,62.61549,70.924298,1661.7616,139.777204,135.788384,-797.764
4938,4.295,6.99891329,-50.97593819,-3.51392589,0.66214056,4.285,4.29,-11.94112573,-11.51775615,-11.09166278,-3.05456332,-2.98380462,-2.91693614,-62.26673036,-61.91210887,-61.5178152,-17.96722252,-17.2882806,-16.62161195,0.005,0.005,0.005,84.673916,85.218674,108.9516,14.15174,13.373696,-155.6088,70.924298,78.858734,1586.8872,135.788384,133.33373,-490.9308
4939,4.3,5.5041233,-52.4388394,-3.88834281,0.67680408,4.29,4.295,-11.51775615,-11.09166278,-10.66931726,-2.98380462,-2.91693614,-2.84872752,-61.91210887,-61.5178152,-61.08152533,-17.2882806,-16.62161195,-15.97330038,0.005,0.005,0.005,85.218674,84.469104,-149.914,13.373696,13.641724,53.6056,78.858734,87.257974,1679.848,133.33373,129.662314,-734.2832
4940,4.305,3.99627924,-53.93779318,-4.23869355,0.69074341,4.295,4.3,-11.09166278,-10.66931726,-10.2691337,-2.91693614,-2.84872752,-2.77016732,-61.5178152,-61.08152533,-60.59715212,-16.62161195,-15.97330038,-15.34859828,0.005,0.005,0.005,84.469104,80.036712,-886.4784,13.641724,15.71204,414.0632,87.257974,96.874642,1923.3336,129.662314,124.94042,-944.3788
4941,4.31,2.47490726,-55.47225709,-4.57061026,0.70330771,4.3,4.305,-10.66931726,-10.2691337,-9.83739119,-2.84872752,-2.77016732,-2.70550644,-61.08152533,-60.59715212,-60.10845645,-15.97330038,-15.34859828,-14.67166712,0.005,0.005,0.005,80.036712,86.348502,1262.358,15.71204,12.932176,-555.9728,96.874642,97.739134,172.8984,124.94042,135.386232,2089.1624
4942,4.315,0.93542838,-57.04043035,-4.87240922,0.71570472,4.305,4.31,-10.2691337,-9.83739119,-9.44479108,-2.77016732,-2.70550644,-2.61522807,-60.59715212,-60.10845645,-59.56073588,-15.34859828,-14.67166712,-14.11809298,0.005,0.005,0.005,86.348502,78.520022,-1565.696,12.932176,18.055674,1024.6996,97.739134,109.544114,2360.996,135.386232,110.714828,-4934.2808
4943,4.32,-0.60850169,-58.64059882,-5.15343083,0.72678598,4.31,4.315,-9.83739119,-9.44479108,-9.07596449,-2.70550644,-2.61522807,-2.50259594,-60.10845645,-59.56073588,-58.96362627,-14.67166712,-14.11809298,-13.58286091,0.005,0.005,0.005,78.520022,73.765318,-950.9408,18.055674,22.526426,894.1504,109.544114,119.421922,1975.5616,110.714828,107.046414,-733.6828
4944,4.325,-2.14326276,-60.27166557,-5.41992833,0.73576261,4.315,4.32,-9.44479108,-9.07596449,-8.67965659,-2.61522807,-2.50259594,-2.41026639,-59.56073588,-58.96362627,-58.36551879,-14.11809298,-13.58286091,-12.94877632,0.005,0.005,0.005,73.765318,79.26158,1099.2524,22.526426,18.46591,-812.1032,119.421922,119.621496,39.9148,107.046414,126.816918,3954.1008
4945,4.33,-3.65502305,-61.93312248,-5.67371084,0.74231979,4.32,4.325,-9.07596449,-8.67965659,-8.33264335,-2.50259594,-2.41026639,-2.2754675,-58.96362627,-58.36551879,-57.70445696,-13.58286091,-12.94877632,-12.5264755,0.005,0.005,0.005,79.26158,69.402648,-1971.7864,18.46591,26.959778,1698.7736,119.621496,132.212366,2518.174,126.816918,84.460164,-8471.3508
4946,4.335,-5.13093505,-63.62512869,-5.91579515,0.74623434,4.325,4.33,-8.67965659,-8.33264335,-7.98663381,-2.41026639,-2.2754675,-2.15782802,-58.36551879,-57.70445696,-57.02854023,-12.94877632,-12.5264755,-11.96785208,0.005,0.005,0.005,69.402648,69.201908,-40.148,26.959778,23.527896,-686.3764,132.212366,135.183346,594.196,84.460164,111.724684,5452.904
4947,4.34,-6.56023631,-65.34890864,-6.14650192,0.74738593,4.33,4.335,-8.33264335,-7.98663381,-7.68396058,-2.2754675,-2.15782802,-2.00484636,-57.70445696,-57.02854023,-56.30143552,-12.5264755,-11.96785208,-11.57379579,0.005,0.005,0.005,69.201908,60.534646,-1733.4524,23.527896,30.596332,1413.6872,135.183346,145.420942,2047.5192,111.724684,78.811258,-6582.6852
4948,4.345,-7.93413253,-67.10635193,-6.36559138,0.74576491,4.335,4.34,-7.98663381,-7.68396058,-7.37154438,-2.15782802,-2.00484636,-1.85033044,-57.02854023,-56.30143552,-55.56281838,-11.96785208,-11.57379579,-11.08745621,0.005,0.005,0.005,60.534646,62.48324,389.7188,30.596332,30.903184,61.3704,145.420942,147.723428,460.4972,78.811258,97.267916,3691.3316
4949,4.35,-9.24560187,-68.89956576,-6.57240419,0.7414752,4.34,4.345,-7.68396058,-7.37154438,-7.10093245,-2.00484636,-1.85033044,-1.6631716,-56.30143552,-55.56281838,-54.78594919,-11.57379579,-11.08745621,-10.66393638,0.005,0.005,0.005,62.48324,54.122386,-1672.1708,30.903184,37.431768,1305.7168,147.723428,155.373838,1530.082,97.267916,84.703966,-2512.79
4950,4.355,-10.48235712,-70.7291477,-6.76599918,0.73473218,4.345,4.35,-7.37154438,-7.10093245,-6.85867127,-1.85033044,-1.6631716,-1.48917659,-55.56281838,-54.78594919,-53.96339166,-11.08745621,-10.66393638,-10.37886938,0.005,0.005,0.005,54.122386,48.452236,-1134.03,37.431768,34.799002,-526.5532,155.373838,164.511506,1827.5336,84.703966,57.0134,-5538.1132
4951,4.36,-11.62961147,-72.59380088,-6.94530895,0.72585733,4.35,4.355,-7.10093245,-6.85867127,-6.62509678,-1.6631716,-1.48917659,-1.29575402,-54.78594919,-53.96339166,-53.1266981,-10.66393638,-10.37886938,-9.96987847,0.005,0.005,0.005,48.452236,46.714898,-347.4676,34.799002,38.684514,777.1024,164.511506,167.338712,565.4412,57.0134,81.798182,4956.9564
4952,4.365,-12.6758112,-74.49001062,-7.10931273,0.71527062,4.355,4.36,-6.85867127,-6.62509678,-6.44217292,-1.48917659,-1.29575402,-1.11214584,-53.96339166,-53.1266981,-52.2420267,-10.37886938,-9.96987847,-9.72997968,0.005,0.005,0.005,46.714898,36.584772,-2026.0252,38.684514,36.721636,-392.5756,167.338712,176.93428,1919.1136,81.798182,47.979758,-6763.6848
4953,4.37,-13.61786401,-76.41273285,-7.25719304,0.70348107,4.36,4.365,-6.62509678,-6.44217292,-6.26722877,-1.29575402,-1.11214584,-0.9201521,-53.1266981,-52.2420267,-51.35197462,-9.96987847,-9.72997968,-9.38040824,0.005,0.005,0.005,36.584772,34.98883,-319.1884,36.721636,38.398748,335.4224,176.93428,178.010416,215.2272,47.979758,69.914288,4386.906
4954,4.375,-14.46097608,-78.35594975,-7.38845747,0.69107613,4.365,4.37,-6.44217292,-6.26722877,-6.13577059,-1.11214584,-0.9201521,-0.70655285,-52.2420267,-51.35197462,-50.41618222,-9.72997968,-9.38040824,-9.17249309,0.005,0.005,0.005,34.98883,26.291636,-1739.4388,38.398748,42.71985,864.2204,178.010416,187.15848,1829.6128,69.914288,41.58303,-5666.2516
4955,4.38,-15.21693694,-80.31382184,-7.50303376,0.67871097,4.37,4.375,-6.26722877,-6.13577059,-6.02001921,-0.9201521,-0.70655285,-0.50367671,-51.35197462,-50.41618222,-49.46501772,-9.38040824,-9.17249309,-8.95882325,0.005,0.005,0.005,26.291636,23.150276,-628.272,42.71985,40.575228,-428.9244,187.15848,190.2329,614.884,41.58303,42.733968,230.1876
4956,4.385,-15.90186485,-82.28222658,-7.60132834,0.66709777,4.375,4.38,-6.13577059,-6.02001921,-5.89835755,-0.70655285,-0.50367671,-0.2919766,-50.41618222,-49.46501772,-48.50964064,-9.17249309,-8.95882325,-8.60796284,0.005,0.005,0.005,23.150276,24.332332,236.4112,40.575228,42.340022,352.9588,190.2329,191.075416,168.5032,42.733968,70.172082,5487.6228
4957,4.39,-16.5345001,-84.25917405,-7.68421197,0.65699218,4.38,4.385,-6.02001921,-5.89835755,-5.82364704,-0.50367671,-0.2919766,-0.08443289,-49.46501772,-48.50964064,-47.52673081,-8.95882325,-8.60796284,-8.38370756,0.005,0.005,0.005,24.332332,14.942102,-1878.046,42.340022,41.508742,-166.256,191.075416,196.581966,1101.31,70.172082,44.851056,-5064.2052
4958,4.395,-17.13348282,-86.24452813,-7.75294332,0.64917581,4.385,4.39,-5.89835755,-5.82364704,-5.77758259,-0.2919766,-0.08443289,0.13368211,-48.50964064,-47.52673081,-46.51960075,-8.60796284,-8.38370756,-8.22492421,0.005,0.005,0.005,14.942102,9.21289,-1145.8424,41.508742,43.623,422.8516,196.581966,201.426012,968.8092,44.851056,31.75667,-2618.8772
4959,4.4,-17.71573278,-88.23969091,-7.80910571,0.64443661,4.39,4.395,-5.82364704,-5.77758259,-5.72690907,-0.08443289,0.13368211,0.32041419,-47.52673081,-46.51960075,-45.48919565,-8.38370756,-8.22492421,-8.03137923,0.005,0.005,0.005,9.21289,10.134704,184.3628,43.623,37.346416,-1255.3168,201.426012,206.08102,931.0016,31.75667,38.708996,1390.4652
4960,4.405,-18.29303453,-90.24707004,-7.85459451,0.64354701,4.395,4.4,-5.77758259,-5.72690907,-5.70529691,0.13368211,0.32041419,0.55329143,-46.51960075,-45.48919565,-44.44624359,-8.22492421,-8.03137923,-7.85667919,0.005,0.005,0.005,10.134704,4.322432,-1162.4544,37.346416,46.575448,1845.8064,206.08102,208.590412,501.8784,38.708996,34.940008,-753.7976
4961,4.41,-18.87030655,-92.26929004,-7.89162205,0.64723698,4.4,4.405,-5.72690907,-5.70529691,-5.67483631,0.32041419,0.55329143,0.73342176,-45.48919565,-44.44624359,-43.38161787,-8.03137923,-7.85667919,-7.68012667,0.005,0.005,0.005,4.322432,6.09212,353.9376,46.575448,36.026066,-2109.8764,208.590412,212.925144,866.9464,34.940008,35.310504,74.0992
4962,4.415,-19.44576562,-94.30904931,-7.92270727,0.6561596,4.405,4.41,-5.70529691,-5.67483631,-5.66383912,0.55329143,0.73342176,0.94506741,-44.44624359,-43.38161787,-42.30516882,-7.85667919,-7.68012667,-7.52755567,0.005,0.005,0.005,6.09212,2.199438,-778.5364,36.026066,42.32913,1260.6128,212.925144,215.28981,472.9332,35.310504,30.5142,-959.2608
4963,4.42,-20.01301835,-96.36912009,-7.95065085,0.67085025,4.41,4.415,-5.67483631,-5.66383912,-5.66005379,0.73342176,0.94506741,1.15041386,-43.38161787,-42.30516882,-41.21156115,-7.68012667,-7.52755567,-7.39840479,0.005,0.005,0.005,2.199438,0.757066,-288.4744,42.32913,41.06929,-251.968,215.28981,218.721534,686.3448,30.5142,25.830176,-936.8048
4964,4.425,-20.56275244,-98.45189934,-7.97851495,0.69168036,4.415,4.42,-5.66383912,-5.66005379,-5.66737625,0.94506741,1.15041386,1.3780419,-42.30516882,-41.21156115,-40.10632668,-7.52755567,-7.39840479,-7.30156763,0.005,0.005,0.005,0.757066,-1.464492,-444.3116,41.06929,45.525608,891.2636,218.721534,221.046894,465.072,25.830176,19.367432,-1292.5488
4965,4.43,-21.08411418,-100.559069,-8.05398909,0.7157685,4.42,4.425,-5.66005379,-5.66737625,-5.67774434,1.15041386,1.3780419,1.59217177,-41.21156115,-40.10632668,-38.9787805,-7.39840479,-7.30156763,-7.25273648,0.005,0.005,0.005,-1.464492,-2.073618,-121.8252,45.525608,42.825974,-539.9268,221.046894,225.509236,892.4684,19.367432,9.76623,-1920.2404
4966,4.435,-21.56546297,-102.6903925,-8.15230832,0.74516422,4.425,4.43,-5.66737625,-5.67774434,-5.70216549,1.3780419,1.59217177,1.81192188,-40.10632668,-38.9787805,-37.83404668,-7.30156763,-7.25273648,-7.25857925,0.005,0.005,0.005,-2.073618,-4.88423,-562.1224,42.825974,43.950022,224.8096,225.509236,228.946764,687.5056,9.76623,-1.168554,-2186.9568
