,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,time_next,delta_t_prev,delta_t,delta_t_next,del_delta_prev,del_delta_next,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,knee_angle_r_next,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,ankle_angle_r_next,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,knee_angle_l_next,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,ankle_angle_l_next,knee_angle_r_ang_vel_prev,knee_angle_r_ang_vel,knee_angle_r_ang_vel_next,ankle_angle_r_ang_vel_prev,ankle_angle_r_ang_vel,ankle_angle_r_ang_vel_next,knee_angle_l_ang_vel_prev,knee_angle_l_ang_vel,knee_angle_l_ang_vel_next,ankle_angle_l_ang_vel_prev,ankle_angle_l_ang_vel,ankle_angle_l_ang_vel_next,knee_angle_l_acc_prev,knee_angle_l_acc_next,ankle_angle_l_acc_prev,ankle_angle_l_acc_next,knee_angle_r_acc_prev,knee_angle_r_acc_next,ankle_angle_r_acc_prev,ankle_angle_r_acc_next,knee_angle_l_vel_avg,ankle_angle_l_vel_avg,knee_angle_r_vel_avg,ankle_angle_r_vel_avg,knee_angle_l_power_(W),ankle_angle_l_power_(W),knee_angle_r_power_(W),ankle_angle_r_power_(W),knee_angle_l_work_(J),ankle_angle_l_work_(J),knee_angle_r_work_(J),ankle_angle_r_work_(J),Greather_than_Tresh_Knee_r_(80%),Greather_than_Tresh_Ankle_r_(80%),Greather_than_Tresh_Knee_l_(80%),Greather_than_Tresh_Ankle_l_(80%),Threshold,ABS_Max_knee_r,ABS_Max_ankle_r,ABS_Max_knee_l,ABS_Max_ankle_l,Knee_r_work_above_80%_moment,Ankle_r_work_above_80%_moment,Knee_l_work_above_80%_moment,Ankle_l_work_above_80%_moment,Total_energy_needed,Knee_r_work_positive,Ankle_r_work_positive,Knee_l_work_positive,Ankle_l_work_positive,Total_work_positive
260,4.53,45.03583716,-16.39524968,5.47725716,2.62011249,4.52,4.525,4.535,0.005,0.005,0.005,0.005,0.005,-18.31311607,-17.90811178,-17.50443388,-17.11739709,-7.18417694,-6.98262693,-6.77420336,-6.55418421,-47.59339995,-49.03759212,-50.44258207,-51.79846131,-34.82850926,-34.181787,-33.3266279,-32.29672615,81.000858,80.73558,77.407358,40.310002,41.684714,44.00383,-288.838434,-280.99799,-271.175848,129.344452,171.03182,205.98035,-53.0556,-665.6444,274.9424,463.8232,1568.0888,1964.4284,8337.4736,6989.706,79.071469,42.844272,-276.086919,188.506085,62.15204387,-12.25993507,-26.39285244,8.620305927,0.310760219,-0.061299675,-0.131964262,0.04310153,0,0,0,0,,,,,,,,,,,,,,,
261,4.535,42.3933691,-17.77742077,6.44040278,2.56613663,4.525,4.53,4.54,0.005,0.005,0.005,0.005,0.005,-17.90811178,-17.50443388,-17.11739709,-16.70250601,-6.98262693,-6.77420336,-6.55418421,-6.40438194,-49.03759212,-50.44258207,-51.79846131,-53.09674297,-34.181787,-33.3266279,-32.29672615,-31.13672225,80.73558,77.407358,82.978216,41.684714,44.00383,29.960454,-280.99799,-271.175848,-259.656332,171.03182,205.98035,232.00078,-665.6444,1114.1716,463.8232,-2808.6752,1964.4284,2303.9032,6989.706,5204.086,80.192787,36.982142,-265.41609,218.990565,59.33495359,-11.47461654,-29.83442303,9.808047211,0.296674768,-0.057373083,-0.149172115,0.049040236,0,0,0,0,,,,,,,,,,,,,,,
262,4.54,39.73808932,-19.1416325,7.2975979,2.4836585,4.53,4.535,4.545,0.005,0.005,0.005,0.005,0.005,-17.50443388,-17.11739709,-16.70250601,-16.2619301,-6.77420336,-6.55418421,-6.40438194,-6.2377844,-50.44258207,-51.79846131,-53.09674297,-54.25068555,-33.3266279,-32.29672615,-31.13672225,-30.10905142,77.407358,82.978216,88.115182,44.00383,29.960454,33.319508,-271.175848,-259.656332,-230.788516,205.98035,232.00078,205.534166,1114.1716,1027.3932,-2808.6752,671.8108,2303.9032,5773.5632,5204.086,-5293.3228,85.546699,31.639981,-245.222424,218.767473,59.33181108,-10.57042759,-31.23327166,9.483136427,0.296659055,-0.052852138,-0.156166358,0.047415682,0,0,0,0,,,,,,,,,,,,,,,
263,4.545,37.07813921,-20.49264578,8.02261566,2.37550546,4.535,4.54,4.55,0.005,0.005,0.005,0.005,0.005,-17.11739709,-16.70250601,-16.2619301,-15.82951748,-6.55418421,-6.40438194,-6.2377844,-6.08752253,-51.79846131,-53.09674297,-54.25068555,-55.37041026,-32.29672615,-31.13672225,-30.10905142,-28.95439903,82.978216,88.115182,86.482524,29.960454,33.319508,30.052374,-259.656332,-230.788516,-223.944942,232.00078,205.534166,230.930478,1027.3932,-326.5316,671.8108,-653.4268,5773.5632,1368.7148,-5293.3228,5079.2624,87.298853,31.685941,-227.366729,218.232322,56.49419646,-11.33292488,-31.83612992,9.047997547,0.282470982,-0.056664624,-0.15918065,0.045239988,0,0,0,0,,,,,,,,,,,,,,,
264,4.55,34.4286256,-21.83429386,8.59693582,2.24578513,4.54,4.545,4.555,0.005,0.005,0.005,0.005,0.005,-16.70250601,-16.2619301,-15.82951748,-15.36318847,-6.40438194,-6.2377844,-6.08752253,-5.95450241,-53.09674297,-54.25068555,-55.37041026,-56.3525618,-31.13672225,-30.10905142,-28.95439903,-28.00933501,88.115182,86.482524,93.265802,33.319508,30.052374,26.604024,-230.788516,-223.944942,-196.430308,205.534166,230.930478,189.012804,-326.5316,1356.6556,-653.4268,-689.67,1368.7148,5502.9268,5079.2624,-8383.5348,89.874163,28.328199,-210.187625,209.971641,54.00474407,-10.79531907,-31.53756765,8.230120841,0.27002372,-0.053976595,-0.157687838,0.041150604,0,0,0,0,,,,,,,,,,,,,,,
265,4.555,31.80489173,-23.17103314,9.00952275,2.09954019,4.545,4.55,4.56,0.005,0.005,0.005,0.005,0.005,-16.2619301,-15.82951748,-15.36318847,-14.94417721,-6.2377844,-6.08752253,-5.95450241,-5.81107656,-54.25068555,-55.37041026,-56.3525618,-57.27654075,-30.10905142,-28.95439903,-28.00933501,-26.99730385,86.482524,93.265802,83.802252,30.052374,26.604024,28.68517,-223.944942,-196.430308,-184.79579,230.930478,189.012804,202.406232,1356.6556,-1892.71,-689.67,416.2292,5502.9268,2326.9036,-8383.5348,2678.6856,88.534027,27.644597,-190.613049,195.709518,49.14524538,-11.17977412,-29.97310825,7.171557872,0.245726227,-0.055898871,-0.149865541,0.035857789,0,0,0,0,,,,,,,,,,,,,,,
266,4.56,29.22087738,-24.50762583,9.25613048,1.94234658,4.55,4.555,4.565,0.005,0.005,0.005,0.005,0.005,-15.82951748,-15.36318847,-14.94417721,-14.46341474,-6.08752253,-5.95450241,-5.81107656,-5.67421666,-55.37041026,-56.3525618,-57.27654075,-58.11460892,-28.95439903,-28.00933501,-26.99730385,-25.98705836,93.265802,83.802252,96.152494,26.604024,28.68517,27.37198,-196.430308,-184.79579,-167.613634,189.012804,202.406232,202.049098,-1892.71,2470.0484,416.2292,-262.638,2326.9036,3436.4312,2678.6856,-71.42680001,89.977373,28.028575,-176.204712,202.227665,45.88850707,-11.98890799,-28.46586292,6.855587215,0.229442535,-0.05994454,-0.142329315,0.034277936,0,0,0,0,,,,,,,,,,,,,,,
267,4.565,26.69534274,-25.84855766,9.33835959,1.77990253,4.555,4.56,4.57,0.005,0.005,0.005,0.005,0.005,-15.36318847,-14.94417721,-14.46341474,-14.00047806,-5.95450241,-5.81107656,-5.67421666,-5.55082818,-56.3525618,-57.27654075,-58.11460892,-58.86555523,-28.00933501,-26.99730385,-25.98705836,-25.1703061,83.802252,96.152494,92.587336,28.68517,27.37198,24.677696,-184.79579,-167.613634,-150.189262,202.406232,202.049098,163.350452,2470.0484,-713.0316,-262.638,-538.8568,3436.4312,3484.8744,-71.42680001,-7739.7292,94.369915,26.024838,-158.901448,182.699775,43.96898422,-11.74090887,-25.89857182,5.675597653,0.219844921,-0.058704544,-0.129492859,0.028377988,0,0,0,0,,,,,,,,,,,,,,,
268,4.57,24.23453683,-27.2004407,9.26266734,1.61764962,4.56,4.565,4.575,0.005,0.005,0.005,0.005,0.005,-14.94417721,-14.46341474,-14.00047806,-13.54729736,-5.81107656,-5.67421666,-5.55082818,-5.41155695,-57.27654075,-58.11460892,-58.86555523,-59.53367755,-26.99730385,-25.98705836,-25.1703061,-24.33113658,96.152494,92.587336,90.63614,27.37198,24.677696,27.854246,-167.613634,-150.189262,-133.624464,202.049098,163.350452,167.833904,-713.0316,-390.2392,-538.8568,635.31,3484.8744,3312.9596,-7739.7292,896.6904,91.611738,26.265971,-141.906863,165.592178,38.74924222,-12.46943479,-22.94123715,4.675215628,0.193746211,-0.062347174,-0.114706186,0.023376078,0,0,0,0,,,,,,,,,,,,,,,
269,4.575,21.84585841,-28.56883012,9.03942181,1.46045995,4.565,4.57,4.58,0.005,0.005,0.005,0.005,0.005,-14.46341474,-14.00047806,-13.54729736,-13.07786777,-5.67421666,-5.55082818,-5.41155695,-5.32031372,-58.11460892,-58.86555523,-59.53367755,-60.12583941,-25.98705836,-25.1703061,-24.33113658,-23.57363679,92.587336,90.63614,93.885918,24.677696,27.854246,18.248646,-150.189262,-133.624464,-118.432372,163.350452,167.833904,151.499958,-390.2392,649.9556,635.31,-1921.12,3312.9596,3038.4184,896.6904,-3266.7892,92.261029,23.051446,-126.028418,159.666931,35.17748416,-11.49391544,-19.88321025,4.069883682,0.175887421,-0.057469577,-0.099416051,0.020349418,0,0,0,0,,,,,,,,,,,,,,,
270,4.58,19.53396741,-29.95964837,8.68202788,1.31241275,4.57,4.575,4.585,0.005,0.005,0.005,0.005,0.005,-14.00047806,-13.54729736,-13.07786777,-12.60761806,-5.55082818,-5.41155695,-5.32031372,-5.19278246,-58.86555523,-59.53367755,-60.12583941,-60.6320537,-25.1703061,-24.33113658,-23.57363679,-22.84320526,90.63614,93.885918,94.049942,27.854246,18.248646,25.506252,-133.624464,-118.432372,-101.242858,167.833904,151.499958,146.086306,649.9556,32.8048,-1921.12,1451.5212,3038.4184,3437.9028,-3266.7892,-1082.7304,93.96793,21.877449,-109.837615,148.793132,32.03667875,-11.4395979,-16.64369075,3.408244119,0.160183394,-0.05719799,-0.083218454,0.017041221,0,0,0,0,,,,,,,,,,,,,,,
271,4.585,17.29939458,-31.37874463,8.21890708,1.17812468,4.575,4.58,4.59,0.005,0.005,0.005,0.005,0.005,-13.54729736,-13.07786777,-12.60761806,-12.12868641,-5.41155695,-5.32031372,-5.19278246,-5.09280629,-59.53367755,-60.12583941,-60.6320537,-61.05633929,-24.33113658,-23.57363679,-22.84320526,-22.12811119,93.885918,94.049942,95.78633,18.248646,25.506252,19.995234,-118.432372,-101.242858,-84.857118,151.499958,146.086306,143.018814,32.8048,347.2776,1451.5212,-1102.2036,3437.9028,3277.148,-1082.7304,-613.4984,94.918136,22.750743,-93.049988,144.55256,28.65876512,-12.45972672,-13.34774065,2.972312096,0.143293826,-0.062298634,-0.066738703,0.01486156,0,0,0,0,,,,,,,,,,,,,,,
272,4.59,15.14710762,-32.82926897,7.64252037,1.05717771,4.58,4.585,4.595,0.005,0.005,0.005,0.005,0.005,-13.07786777,-12.60761806,-12.12868641,-11.67784418,-5.32031372,-5.19278246,-5.09280629,-4.97999561,-60.12583941,-60.6320537,-61.05633929,-61.41443258,-23.57363679,-22.84320526,-22.12811119,-21.46901219,94.049942,95.78633,90.168446,25.506252,19.995234,22.562136,-101.242858,-84.857118,-71.618658,146.086306,143.018814,131.8198,347.2776,-1123.5768,-1102.2036,513.3804,3277.148,2647.692,-613.4984,-2239.8028,92.977388,21.278685,-78.237888,137.419307,24.58014385,-12.19223613,-10.4359284,2.53555549,0.122900719,-0.060961181,-0.052179642,0.012677777,0,0,0,0,,,,,,,,,,,,,,,
273,4.595,13.07428732,-34.31402695,6.97603315,0.95126042,4.585,4.59,4.6,0.005,0.005,0.005,0.005,0.005,-12.60761806,-12.12868641,-11.67784418,-11.22145936,-5.19278246,-5.09280629,-4.97999561,-4.88079747,-60.6320537,-61.05633929,-61.41443258,-61.69827239,-22.84320526,-22.12811119,-21.46901219,-20.80092457,95.78633,90.168446,91.276964,19.995234,22.562136,19.839628,-84.857118,-71.618658,-56.767962,143.018814,131.8198,133.617524,-1123.5768,221.7036,513.3804,-544.5016,2647.692,2970.1392,-2239.8028,359.5448,90.722705,21.200882,-64.19331,132.718662,20.70195609,-12.69705452,-7.815840231,2.203478358,0.10350978,-0.063485273,-0.039079201,0.011017392,0,0,0,0,,,,,,,,,,,,,,,
274,4.6,11.08025905,-35.83306834,6.24266474,0.86126219,4.59,4.595,4.605,0.005,0.005,0.005,0.005,0.005,-12.12868641,-11.67784418,-11.22145936,-10.76098864,-5.09280629,-4.97999561,-4.88079747,-4.78352774,-61.05633929,-61.41443258,-61.69827239,-61.92243175,-22.12811119,-21.46901219,-20.80092457,-20.14590963,90.168446,91.276964,92.094144,22.562136,19.839628,19.453946,-71.618658,-56.767962,-44.831872,131.8198,133.617524,131.002988,221.7036,163.436,-544.5016,-77.1364,2970.1392,2387.218,359.5448,-522.9072,91.685554,19.646787,-50.799917,132.310256,17.73079445,-12.28719929,-5.53490769,1.988869369,0.088653972,-0.061435996,-0.027674538,0.009944347,0,0,0,0,,,,,,,,,,,,,,,
275,4.605,9.16020155,-37.38522109,5.4642081,0.78728412,4.595,4.6,4.61,0.005,0.005,0.005,0.005,0.005,-11.67784418,-11.22145936,-10.76098864,-10.31988172,-4.97999561,-4.88079747,-4.78352774,-4.68573189,-61.41443258,-61.69827239,-61.92243175,-62.07735903,-21.46901219,-20.80092457,-20.14590963,-19.48938593,91.276964,92.094144,88.221384,19.839628,19.453946,19.55917,-56.767962,-44.831872,-30.985456,133.617524,131.002988,131.30474,163.436,-774.552,-77.1364,21.0448,2387.218,2769.2832,-522.9072,60.3504,90.157764,19.506558,-37.908664,131.153864,14.41403357,-12.72793546,-3.615289479,1.802145905,0.072070168,-0.063639677,-0.018076447,0.00901073,0,0,0,0,,,,,,,,,,,,,,,
276,4.61,7.30635927,-38.9688281,4.66078659,0.72879833,4.6,4.605,4.615,0.005,0.005,0.005,0.005,0.005,-11.22145936,-10.76098864,-10.31988172,-9.88589636,-4.88079747,-4.78352774,-4.68573189,-4.59257644,-61.69827239,-61.92243175,-62.07735903,-62.17073752,-20.80092457,-20.14590963,-19.48938593,-18.83537236,92.094144,88.221384,86.797072,19.453946,19.55917,18.63109,-44.831872,-30.985456,-18.675698,131.002988,131.30474,130.802714,-774.552,-284.8624,21.0448,-185.616,2769.2832,2461.9516,60.3504,-100.4052,87.509228,19.09513,-24.830577,131.053727,11.15917899,-12.98725395,-2.019869898,1.666994292,0.055795895,-0.06493627,-0.010099349,0.008334971,0,0,0,0,,,,,,,,,,,,,,,
277,4.615,5.50690368,-40.58145572,3.85063897,0.68481066,4.605,4.61,4.62,0.005,0.005,0.005,0.005,0.005,-10.76098864,-10.31988172,-9.88589636,-9.47827117,-4.78352774,-4.68573189,-4.59257644,-4.49837946,-61.92243175,-62.07735903,-62.17073752,-62.2067578,-20.14590963,-19.48938593,-18.83537236,-18.17816579,88.221384,86.797072,81.525038,19.55917,18.63109,18.839396,-30.985456,-18.675698,-7.204056,131.30474,130.802714,131.441314,-284.8624,-1054.4068,-185.616,41.6612,2461.9516,2294.3284,-100.4052,127.72,84.161055,18.735243,-12.939877,131.122014,8.089022044,-13.26979824,-0.869641622,1.567196637,0.04044511,-0.066348991,-0.004348208,0.007835983,0,0,0,0,,,,,,,,,,,,,,,
278,4.62,3.74232372,-42.22107165,3.04992838,0.65401075,4.61,4.615,4.625,0.005,0.005,0.005,0.005,0.005,-10.31988172,-9.88589636,-9.47827117,-9.04119593,-4.68573189,-4.59257644,-4.49837946,-4.42066717,-62.07735903,-62.17073752,-62.2067578,-62.18240708,-19.48938593,-18.83537236,-18.17816579,-17.54395603,86.797072,81.525038,87.415048,18.63109,18.839396,15.542458,-18.675698,-7.204056,4.870144,130.802714,131.441314,126.841952,-1054.4068,1178.002,41.6612,-659.3876,2294.3284,2414.84,127.72,-919.8724,84.470043,17.190927,-1.166956,129.141633,5.517234397,-12.66793762,-0.062118576,1.47410537,0.027586172,-0.063339688,-0.000310593,0.007370527,0,0,0,0,,,,,,,,,,,,,,,
279,4.625,2.01502711,-43.88617761,2.27258169,0.63489924,4.615,4.62,4.63,0.005,0.005,0.005,0.005,0.005,-9.88589636,-9.47827117,-9.04119593,-8.64596287,-4.59257644,-4.49837946,-4.42066717,-4.32337079,-62.17073752,-62.2067578,-62.18240708,-62.11415446,-18.83537236,-18.17816579,-17.54395603,-16.92215556,81.525038,87.415048,79.046612,18.839396,15.542458,19.459276,-7.204056,4.870144,13.650524,131.441314,126.841952,124.360094,1178.002,-1673.6872,-659.3876,783.3636,2414.84,1756.076,-919.8724,-496.3716,83.23083,17.500867,9.260334,125.601023,2.927133207,-13.40493426,0.367302193,1.391795255,0.014635666,-0.067024671,0.001836511,0.006958976,0,0,0,0,,,,,,,,,,,,,,,
280,4.63,0.33049333,-45.57447376,1.53016257,0.62588826,4.62,4.625,4.635,0.005,0.005,0.005,0.005,0.005,-9.47827117,-9.04119593,-8.64596287,-8.26962944,-4.49837946,-4.42066717,-4.32337079,-4.18428334,-62.2067578,-62.18240708,-62.11415446,-62.00221841,-18.17816579,-17.54395603,-16.92215556,-16.32798633,87.415048,79.046612,75.266686,15.542458,19.459276,27.81749,4.870144,13.650524,22.38721,126.841952,124.360094,118.833846,-1673.6872,-755.9852,783.3636,1671.6428,1756.076,1747.3372,-496.3716,-1105.2496,77.156649,23.638383,18.018867,121.59697,0.445054733,-18.80255186,0.481218618,1.328302305,0.002225274,-0.094012759,0.002406093,0.006641512,0,0,0,0,,,,,,,,,,,,,,,
281,4.635,-1.30292652,-47.28386817,0.83178517,0.62537587,4.625,4.63,4.64,0.005,0.005,0.005,0.005,0.005,-9.04119593,-8.64596287,-8.26962944,-7.8909244,-4.42066717,-4.32337079,-4.18428334,-4.12797886,-62.18240708,-62.11415446,-62.00221841,-61.82681409,-17.54395603,-16.92215556,-16.32798633,-15.72101942,79.046612,75.266686,75.741008,19.459276,27.81749,11.260896,13.650524,22.38721,35.080864,124.360094,118.833846,121.393382,-755.9852,94.8644,1671.6428,-3311.3188,1747.3372,2538.7308,-1105.2496,511.9072,75.503847,19.539193,28.734037,120.113614,-1.716984487,-16.12489844,0.417143218,1.311024241,-0.008584922,-0.080624492,0.002085716,0.006555121,0,0,0,0,,,,,,,,,,,,,,,
282,4.64,-2.87924615,-49.01348419,0.18408445,0.63179751,4.63,4.635,4.645,0.005,0.005,0.005,0.005,0.005,-8.64596287,-8.26962944,-7.8909244,-7.53875286,-4.32337079,-4.18428334,-4.12797886,-4.01911446,-62.11415446,-62.00221841,-61.82681409,-61.61098151,-16.92215556,-16.32798633,-15.72101942,-15.14430174,75.266686,75.741008,70.434308,27.81749,11.260896,21.77288,22.38721,35.080864,43.166516,118.833846,121.393382,115.343536,94.8644,-1061.34,-3311.3188,2102.3968,2538.7308,1617.1304,511.9072,-1209.9692,73.087658,16.516888,39.12369,118.368459,-3.672824765,-14.12931695,0.125699712,1.305242695,-0.018364124,-0.070646585,0.000628499,0.006526213,0,0,0,0,,,,,,,,,,,,,,,
283,4.645,-4.38646095,-50.76158582,-0.40874166,0.64365813,4.635,4.64,4.65,0.005,0.005,0.005,0.005,0.005,-8.26962944,-7.8909244,-7.53875286,-7.22222389,-4.18428334,-4.12797886,-4.01911446,-3.8983178,-62.00221841,-61.82681409,-61.61098151,-61.35449356,-16.32798633,-15.72101942,-15.14430174,-14.57489434,75.741008,70.434308,63.305794,11.260896,21.77288,24.159332,35.080864,43.166516,51.29759,121.393382,115.343536,113.88148,-1061.34,-1425.7028,2102.3968,477.2904,1617.1304,1626.2148,-1209.9692,-292.4112,66.870051,22.966106,47.232053,114.612508,-5.119449808,-20.34697792,-0.336948165,1.2875516,-0.025597249,-0.10173489,-0.001684741,0.006437758,0,0,0,0,,,,,,,,,,,,,,,
284,4.65,-5.81529353,-52.52744656,-0.94480822,0.65955046,4.64,4.645,4.655,0.005,0.005,0.005,0.005,0.005,-7.8909244,-7.53875286,-7.22222389,-6.92278835,-4.12797886,-4.01911446,-3.8983178,-3.76184338,-61.82681409,-61.61098151,-61.35449356,-61.05307445,-15.72101942,-15.14430174,-14.57489434,-14.02311046,70.434308,63.305794,59.887108,21.77288,24.159332,27.294884,43.166516,51.29759,60.283822,115.343536,113.88148,110.356776,-1425.7028,-683.7372,477.2904,627.1104,1626.2148,1797.2464,-292.4112,-704.9408,61.596451,25.727108,55.790706,112.119128,-6.251794565,-23.58601806,-0.919989536,1.290639958,-0.031258973,-0.11793009,-0.004599948,0.0064532,0,0,0,0,,,,,,,,,,,,,,,
285,4.655,-7.15513715,-54.3097372,-1.42433613,0.67816504,4.645,4.65,4.66,0.005,0.005,0.005,0.005,0.005,-7.53875286,-7.22222389,-6.92278835,-6.63930214,-4.01911446,-3.8983178,-3.76184338,-3.62423694,-61.61098151,-61.35449356,-61.05307445,-60.71523071,-15.14430174,-14.57489434,-14.02311046,-13.47980693,63.305794,59.887108,56.697242,24.159332,27.294884,27.521288,51.29759,60.283822,67.568748,113.88148,110.356776,108.660706,-683.7372,-637.9732,627.1104,45.2808,1797.2464,1456.9852,-704.9408,-339.214,58.292175,27.408086,63.926285,109.508741,-7.279567718,-25.97967879,-1.589166221,1.296168764,-0.036397839,-0.129898394,-0.007945831,0.006480844,0,0,0,0,,,,,,,,,,,,,,,
286,4.66,-8.39418786,-56.10640099,-1.84937503,0.69829649,4.65,4.655,4.665,0.005,0.005,0.005,0.005,0.005,-7.22222389,-6.92278835,-6.63930214,-6.36519823,-3.8983178,-3.76184338,-3.62423694,-3.47755589,-61.35449356,-61.05307445,-60.71523071,-60.34591109,-14.57489434,-14.02311046,-13.47980693,-12.94493699,59.887108,56.697242,54.820782,27.294884,27.521288,29.33621,60.283822,67.568748,73.863924,110.356776,108.660706,106.973988,-637.9732,-375.292,45.2808,362.9844,1456.9852,1259.0352,-339.214,-337.3436,55.759012,28.428749,70.716336,107.817347,-8.169041866,-27.83860879,-2.282559503,1.314031777,-0.040845209,-0.139193044,-0.011412798,0.006570159,0,0,0,0,,,,,,,,,,,,,,,
287,4.665,-9.52409899,-57.91593455,-2.22347881,0.7188492,4.655,4.66,4.67,0.005,0.005,0.005,0.005,0.005,-6.92278835,-6.63930214,-6.36519823,-6.13120934,-3.76184338,-3.62423694,-3.47755589,-3.30439358,-61.05307445,-60.71523071,-60.34591109,-59.93329009,-14.02311046,-13.47980693,-12.94493699,-12.4101752,56.697242,54.820782,46.797778,27.521288,29.33621,34.632462,67.568748,73.863924,82.5242,108.660706,106.973988,106.952358,-375.292,-1604.6008,362.9844,1059.2504,1259.0352,1732.0552,-337.3436,-4.326,50.80928,31.984336,78.194062,106.963173,-8.445868377,-32.33052637,-3.034479004,1.341990492,-0.042229342,-0.161652632,-0.015172395,0.006709952,0,0,0,0,,,,,,,,,,,,,,,
288,4.67,-10.53868861,-59.73750804,-2.55135818,0.73884392,4.66,4.665,4.675,0.005,0.005,0.005,0.005,0.005,-6.63930214,-6.36519823,-6.13120934,-5.93151612,-3.62423694,-3.47755589,-3.30439358,-3.10379367,-60.71523071,-60.34591109,-59.93329009,-59.48164184,-13.47980693,-12.94493699,-12.4101752,-11.90345756,54.820782,46.797778,39.938644,29.33621,34.632462,40.119982,73.863924,82.5242,90.32965,106.973988,106.952358,101.343528,-1604.6008,-1371.8268,1059.2504,1097.504,1732.0552,1561.09,-4.326,-1121.766,43.368211,37.376222,86.426925,104.147943,-7.976923871,-38.96905464,-3.848556455,1.343014706,-0.039884619,-0.194845273,-0.019242782,0.006715074,0,0,0,0,,,,,,,,,,,,,,,
289,4.675,-11.4335108,-61.57094943,-2.82641922,0.75872125,4.665,4.67,4.68,0.005,0.005,0.005,0.005,0.005,-6.36519823,-6.13120934,-5.93151612,-5.74585862,-3.47755589,-3.30439358,-3.10379367,-2.87536512,-60.34591109,-59.93329009,-59.48164184,-58.97139875,-12.94493699,-12.4101752,-11.90345756,-11.45854876,46.797778,39.938644,37.1315,34.632462,40.119982,45.68571,82.5242,90.32965,102.048618,106.952358,101.343528,88.98176,-1371.8268,-561.4288,1097.504,1113.1456,1561.09,2343.7936,-1121.766,-2472.3536,38.535072,42.902846,96.189134,95.162644,-7.68976643,-46.1040758,-4.745040898,1.260161234,-0.038448832,-0.230520379,-0.023725204,0.006300806,0,0,0,0,,,,,,,,,,,,,,,
290,4.68,-12.20886298,-63.41696269,-3.05913731,0.77721676,4.67,4.675,4.685,0.005,0.005,0.005,0.005,0.005,-6.13120934,-5.93151612,-5.74585862,-5.59959262,-3.30439358,-3.10379367,-2.87536512,-2.66763062,-59.93329009,-59.48164184,-58.97139875,-58.46405618,-12.4101752,-11.90345756,-11.45854876,-10.904029,39.938644,37.1315,29.2532,40.119982,45.68571,41.5469,90.32965,102.048618,101.468514,101.343528,88.98176,110.903952,-561.4288,-1575.66,1113.1456,-827.762,2343.7936,-116.0208,-2472.3536,4384.4384,33.19235,43.616305,101.758566,99.942856,-7.072787151,-48.27604425,-5.433095221,1.355723988,-0.035363936,-0.241380221,-0.027165476,0.00677862,0,0,0,0,,,,,,,,,,,,,,,
291,4.685,-12.87217211,-65.27683553,-3.25514105,0.79378307,4.675,4.68,4.69,0.005,0.005,0.005,0.005,0.005,-5.93151612,-5.74585862,-5.59959262,-5.45945174,-3.10379367,-2.87536512,-2.66763062,-2.41260816,-59.48164184,-58.97139875,-58.46405618,-57.86771474,-11.90345756,-11.45854876,-10.904029,-10.51880968,37.1315,29.2532,28.028176,45.68571,41.5469,51.004492,102.048618,101.468514,119.268288,88.98176,110.903952,77.043864,-1575.66,-245.0048,-827.762,1891.5184,-116.0208,3559.9548,4384.4384,-6772.0176,28.640688,46.275696,110.368401,93.973908,-6.434468096,-52.72170171,-6.270352123,1.301926561,-0.03217234,-0.263608509,-0.031351761,0.006509633,0,0,0,0,,,,,,,,,,,,,,,
292,4.69,-13.43593881,-67.15132365,-3.41928543,0.80810572,4.68,4.685,4.695,0.005,0.005,0.005,0.005,0.005,-5.74585862,-5.59959262,-5.45945174,-5.35632703,-2.87536512,-2.66763062,-2.41260816,-2.17622155,-58.97139875,-58.46405618,-57.86771474,-57.27569004,-11.45854876,-10.904029,-10.51880968,-10.01121291,29.2532,28.028176,20.624942,41.5469,51.004492,47.277322,101.468514,119.268288,118.40494,110.903952,77.043864,101.519354,-245.0048,-1480.6468,1891.5184,-745.434,3559.9548,-172.6696,-6772.0176,4895.098,24.326559,49.140907,118.836614,89.281609,-5.704611421,-57.5937177,-7.091906354,1.259237234,-0.028523057,-0.287968588,-0.035459532,0.006296186,0,0,0,0,,,,,,,,,,,,,,,
293,4.695,-13.91893318,-69.0406172,-3.55624854,0.82002802,4.685,4.69,4.7,0.005,0.005,0.005,0.005,0.005,-5.59959262,-5.45945174,-5.35632703,-5.26684203,-2.66763062,-2.41260816,-2.17622155,-1.91785694,-58.46405618,-57.86771474,-57.27569004,-56.60943277,-10.904029,-10.51880968,-10.01121291,-9.64754169,28.028176,20.624942,17.897,51.004492,47.277322,51.672922,119.268288,118.40494,133.251454,77.043864,101.519354,72.734244,-1480.6468,-545.5884,-745.434,879.12,-172.6696,2969.3028,4895.098,-5757.022,19.260971,49.475122,125.828197,87.126799,-4.679091036,-59.6168337,-7.80993549,1.246975206,-0.023395455,-0.298084168,-0.039049677,0.006234876,0,0,0,0,,,,,,,,,,,,,,,
